GEOTYPE,ST,GEO_ID,GEO_TTL,FOOTID_GEO,NAICS2012,NAICS2012_TTL,FOOTID_NAICS,YEAR,EMP,EMP_F,EMP_S,EMP_S_F,PAYANN,PAYANN_F,PAYANN_S,PAYANN_S_F,EMPAVPW,EMPAVPW_F,EMPAVPW_S,EMPAVPW_S_F,HOURS,HOURS_F,HOURS_S,HOURS_S_F,PAYANPW,PAYANPW_F,PAYANPW_S,PAYANPW_S_F,CSTMTOT,CSTMTOT_F,CSTMTOT_S,CSTMTOT_S_F,RCPTOT,RCPTOT_F,RCPTOT_S,RCPTOT_S_F,VALADD,VALADD_F,VALADD_S,VALADD_S_F,CEXTOT,CEXTOT_F,CEXTOT_S,CEXTOT_S_F
2,50,0400000US50,Vermont,,3255,"Paint, coating, and adhesive manufacturing",,2016,75,,0,,5043,,0,,46,,0,,76,,0,,1404,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3255,"Paint, coating, and adhesive manufacturing",,2015,68,,0,,4373,,0,,43,,0,,77,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,451,,0,
2,50,0400000US50,Vermont,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2016,456,,0,,21698,,0,,279,,0,,552,,0,,10048,,0,,0,D,0,D,105630,,0,,65652,,0,,2889,,0,
2,50,0400000US50,Vermont,,3256,"Soap, cleaning compound, and toilet preparation manufacturing",,2015,401,,0,,19991,,0,,242,,0,,454,,0,,9975,,0,,0,D,0,D,88260,,0,,63353,,0,,2696,,0,
2,50,0400000US50,Vermont,,3259,Other chemical product and preparation manufacturing,,2016,0,a,0,D,0,D,0,D,0,D,0,D,10,,0,,331,,0,,2872,,0,,0,D,0,D,0,D,0,D,94,,0,
2,50,0400000US50,Vermont,,3259,Other chemical product and preparation manufacturing,,2015,10,,0,,0,D,0,D,0,D,0,D,7,,0,,0,D,0,D,0,D,0,D,3660,,0,,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,326,Plastics and rubber products manufacturing,,2016,1076,,1.7,,49226,,1.9,,880,,3.2,,1879,,3,,31608,,5.6,,0,D,0,D,258243,,1.3,,0,D,0,D,12811,,3,
2,50,0400000US50,Vermont,,326,Plastics and rubber products manufacturing,,2015,1089,,2.7,,50980,,0.6,,871,,1.5,,1846,,2.3,,31970,,3.8,,125222,,1.9,,270461,,1.9,,143547,,2.6,,11035,,13.3,
2,50,0400000US50,Vermont,,3261,Plastics product manufacturing,,2016,0,f,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,125163,,3.2,,0,D,0,D
2,50,0400000US50,Vermont,,3261,Plastics product manufacturing,,2015,0,f,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3262,Rubber product manufacturing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3262,Rubber product manufacturing,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,327,Nonmetallic mineral product manufacturing,,2016,1633,,4.2,,85910,,2.4,,1201,,5,,2491,,3.3,,60108,,2.1,,0,D,0,D,354242,,3.4,,224045,,3.6,,9993,,10.8,
2,50,0400000US50,Vermont,,327,Nonmetallic mineral product manufacturing,,2015,1675,,3.2,,80851,,1.5,,1223,,4.5,,2536,,3.1,,56637,,1.6,,123377,,3.1,,334701,,2.7,,213456,,3.4,,14163,,11.1,
2,50,0400000US50,Vermont,,3271,Clay product and refractory manufacturing,,2016,238,,0,,12008,,0,,161,,0,,274,,0,,8532,,0,,0,D,0,D,29332,,0,,25570,,0,,2245,,0,
2,50,0400000US50,Vermont,,3271,Clay product and refractory manufacturing,,2015,245,,0,,11276,,0,,162,,0,,281,,0,,7808,,0,,0,D,0,D,29505,,0,,26266,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3272,Glass and glass product manufacturing,,2016,92,,0,,4328,,0,,81,,0,,159,,0,,3659,,0,,0,D,0,D,10943,,0,,7994,,0,,401,,0,
2,50,0400000US50,Vermont,,3272,Glass and glass product manufacturing,,2015,96,,0,,4582,,0,,74,,0,,153,,0,,3481,,0,,0,D,0,D,10166,,0,,6402,,0,,893,,0,
2,50,0400000US50,Vermont,,3273,Cement and concrete product manufacturing,,2016,462,,4.6,,24295,,3.4,,362,,3.3,,776,,4.8,,16259,,3.2,,52585,,6.4,,128130,,5.5,,76709,,5.6,,2411,,22.9,
2,50,0400000US50,Vermont,,3273,Cement and concrete product manufacturing,,2015,496,,3.8,,23954,,3,,403,,2.8,,860,,4.1,,16279,,3.2,,49005,,4.4,,116390,,3.2,,67043,,3.6,,0,D,0,D
2,50,0400000US50,Vermont,,3279,Other nonmetallic mineral product manufacturing,,2016,841,,7.7,,45279,,4.2,,598,,9.8,,1282,,5.8,,31658,,3.7,,70372,,5.3,,185837,,5.2,,113772,,6,,4936,,18.7,
2,50,0400000US50,Vermont,,3279,Other nonmetallic mineral product manufacturing,,2015,839,,5.9,,41039,,2.3,,584,,9.3,,1242,,5.8,,29069,,2.6,,66833,,4.6,,178639,,4.5,,113745,,5.9,,9254,,17,
2,50,0400000US50,Vermont,,331,Primary metal manufacturing,,2016,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,331,Primary metal manufacturing,,2015,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3312,Steel product manufacturing from purchased steel,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3312,Steel product manufacturing from purchased steel,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3314,Nonferrous metal (except aluminum) production and processing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3314,Nonferrous metal (except aluminum) production and processing,,2015,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,332,Fabricated metal product manufacturing,,2016,2125,,9.2,,117297,,5.8,,1431,,13.1,,2850,,14.9,,58412,,11.8,,0,D,0,D,405154,,7.9,,276647,,8.2,,17441,,16.3,
2,50,0400000US50,Vermont,,332,Fabricated metal product manufacturing,,2015,2191,,9.5,,110659,,6.4,,1549,,12.3,,3275,,13.1,,59695,,10,,139371,,9.5,,400661,,7.1,,274403,,6.4,,8506,,8,
2,50,0400000US50,Vermont,,3321,Forging and stamping,,2016,111,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,691,,0,
2,50,0400000US50,Vermont,,3321,Forging and stamping,,2015,112,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1093,,0,
2,50,0400000US50,Vermont,,3322,Cutlery and handtool manufacturing,,2016,118,,0,,0,D,0,D,0,D,0,D,151,,0,,2598,,0,,6372,,0,,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3322,Cutlery and handtool manufacturing,,2015,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3323,Architectural and structural metals manufacturing,,2016,387,s,48.2,s,17054,,38.3,,307,s,58.7,s,686,s,57.4,s,11643,s,51,s,32497,,38.4,,77023,,34.8,,44577,,32.4,,0,S,0,A
2,50,0400000US50,Vermont,,3323,Architectural and structural metals manufacturing,,2015,412,s,45.3,s,17090,,38.2,,329,s,54.8,s,753,s,52.3,s,11707,s,50.7,s,33092,,37.7,,76485,,35,,43170,,33.4,,0,D,0,D
2,50,0400000US50,Vermont,,3324,"Boiler, tank, and shipping container manufacturing",,2016,0,a,0,D,647,,0,,0,D,0,D,17,,0,,0,D,0,D,0,D,0,D,5074,,0,,1600,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3324,"Boiler, tank, and shipping container manufacturing",,2015,13,,0,,749,,0,,9,,0,,18,,0,,386,,0,,4081,,0,,6165,,0,,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3325,Hardware manufacturing,,2016,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3325,Hardware manufacturing,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3326,Spring and wire product manufacturing,,2016,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3326,Spring and wire product manufacturing,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",,2016,986,,5.6,,52869,,3.4,,716,,7.1,,1358,,11.8,,30280,,11.6,,42687,,11.3,,163072,,10.6,,118685,,14.6,,11336,,14.8,
2,50,0400000US50,Vermont,,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",,2015,1064,,8.8,,49417,,5.6,,817,,7.5,,1648,,10.6,,31191,,1.4,,40098,,11.5,,149711,,6.4,,110604,,8.9,,3710,,18.4,
2,50,0400000US50,Vermont,,3328,"Coating, engraving, heat treating, and allied activities",,2016,172,,0,,6672,,0,,119,,0,,201,,0,,4764,,0,,0,D,0,D,21619,,0,,14744,,0,,677,,0,
2,50,0400000US50,Vermont,,3328,"Coating, engraving, heat treating, and allied activities",,2015,125,,0,,6299,,0,,99,,0,,210,,0,,4666,,0,,0,D,0,D,19839,,0,,15429,,0,,284,,0,
2,50,0400000US50,Vermont,,3329,Other fabricated metal product manufacturing,,2016,329,,0,,26595,,0,,109,,0,,227,,0,,4500,,0,,0,D,0,D,62609,,0,,47705,,0,,2276,,0,
2,50,0400000US50,Vermont,,3329,Other fabricated metal product manufacturing,,2015,335,,0,,23377,,0,,116,,0,,239,,0,,4458,,0,,0,D,0,D,71812,,0,,54304,,0,,1521,,0,
2,50,0400000US50,Vermont,,333,Machinery manufacturing,,2016,2440,,1,,145985,,0.7,,1495,,2,,2928,,1.7,,70667,,1.2,,231430,,1.1,,656562,,0.9,,427960,,1,,31446,,10.3,
2,50,0400000US50,Vermont,,333,Machinery manufacturing,,2015,2699,,0.6,,146375,,0.2,,1619,,0.5,,3164,,0.9,,73478,,0.6,,230818,,0.7,,673861,,0.5,,440704,,1.5,,16301,,31.2,
2,50,0400000US50,Vermont,,3331,"Agriculture, construction, and mining machinery manufacturing",,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3331,"Agriculture, construction, and mining machinery manufacturing",,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3332,Industrial machinery manufacturing,,2016,268,,0,,17199,,0,,163,,0,,318,,0,,7560,,0,,38634,,0,,75806,,0,,37272,,0,,2069,,0,
2,50,0400000US50,Vermont,,3332,Industrial machinery manufacturing,,2015,235,,0,,15691,,0,,128,,0,,266,,0,,6233,,0,,29634,,0,,0,D,0,D,0,D,0,D,853,,0,
2,50,0400000US50,Vermont,,3333,Commercial and service industry machinery manufacturing,,2016,434,,0,,27687,,0,,274,,0,,553,,0,,15625,,0,,57485,,0,,198638,,0,,146350,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3333,Commercial and service industry machinery manufacturing,,2015,430,,0,,26652,,0,,268,,0,,537,,0,,16171,,0,,0,D,0,D,171587,,0,,125274,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,2016,111,,0,,4634,,0,,70,,0,,102,,0,,1653,,0,,0,D,0,D,43688,,0,,0,D,0,D,380,,0,
2,50,0400000US50,Vermont,,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,2015,295,,0,,12728,,0,,192,,0,,360,,0,,6239,,0,,31447,,0,,72610,,0,,42721,,0,,369,,0,
2,50,0400000US50,Vermont,,3335,Metalworking machinery manufacturing,,2016,1208,,2,,70354,,1.5,,795,,3.7,,1593,,3.1,,37599,,2.2,,65749,,3.8,,220286,,2.7,,153467,,2.8,,21859,,14.8,
2,50,0400000US50,Vermont,,3335,Metalworking machinery manufacturing,,2015,1326,,1.1,,66885,,0.5,,841,,0.9,,1659,,1.8,,36815,,1.2,,68507,,2.3,,224383,,1.6,,150059,,4.4,,12149,s,41.9,s
2,50,0400000US50,Vermont,,3336,"Engine, turbine, and power transmission equipment manufacturing",,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,47,,0,
2,50,0400000US50,Vermont,,3336,"Engine, turbine, and power transmission equipment manufacturing",,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,46,,0,
2,50,0400000US50,Vermont,,3339,Other general purpose machinery manufacturing,,2016,314,,0,,20671,,0,,149,,0,,300,,0,,7238,,0,,0,D,0,D,79196,,0,,51127,,0,,5450,,0,
2,50,0400000US50,Vermont,,3339,Other general purpose machinery manufacturing,,2015,307,,0,,19320,,0,,146,,0,,288,,0,,6794,,0,,27777,,0,,77786,,0,,48681,,0,,1046,,0,
2,50,0400000US50,Vermont,,334,Computer and electronic product manufacturing,,2016,4529,,0,,327043,,0,,2313,,0,,4810,,0,,139192,,0,,942477,,0,,1494481,,0,,0,D,0,D,34500,,0,
2,50,0400000US50,Vermont,,334,Computer and electronic product manufacturing,,2015,4629,,0,,334264,,0,,2317,,0,,4774,,0,,138722,,0,,0,D,0,D,1623242,,0,,517241,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3342,Communications equipment manufacturing,,2016,0,a,0,D,0,D,0,D,0,D,0,D,3,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3342,Communications equipment manufacturing,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3344,Semiconductor and other electronic component manufacturing,,2016,0,h,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3344,Semiconductor and other electronic component manufacturing,,2015,3302,,0,,0,D,0,D,1732,,0,,3683,,0,,0,D,0,D,0,D,0,D,1120487,,0,,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",,2016,0,g,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,297727,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",,2015,1319,,0,,0,D,0,D,581,,0,,1087,,0,,0,D,0,D,0,D,0,D,500124,,0,,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3346,Manufacturing and reproducing magnetic and optical media,,2016,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3346,Manufacturing and reproducing magnetic and optical media,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,335,"Electrical equipment, appliance, and component manufacturing",,2016,910,,0,,53604,,0,,602,,0,,1218,,0,,26603,,0,,0,D,0,D,267626,,0,,151633,,0,,5331,,0,
2,50,0400000US50,Vermont,,335,"Electrical equipment, appliance, and component manufacturing",,2015,1011,,0,,55399,,0,,644,,0,,1315,,0,,26138,,0,,131649,,0,,285910,,0,,153239,,0,,6817,,0,
2,50,0400000US50,Vermont,,3351,Electric lighting equipment manufacturing,,2016,0,e,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3351,Electric lighting equipment manufacturing,,2015,0,e,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3353,Electrical equipment manufacturing,,2016,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3353,Electrical equipment manufacturing,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3359,Other electrical equipment and component manufacturing,,2016,511,,0,,30878,,0,,354,,0,,737,,0,,16252,,0,,89117,,0,,183132,,0,,92067,,0,,3720,,0,
2,50,0400000US50,Vermont,,3359,Other electrical equipment and component manufacturing,,2015,591,,0,,33165,,0,,384,,0,,815,,0,,16490,,0,,105613,,0,,205036,,0,,97520,,0,,4049,,0,
2,50,0400000US50,Vermont,,336,Transportation equipment manufacturing,,2016,1593,,0,,115794,,0,,1343,,0,,2730,,0,,77934,,0,,210396,,0,,405092,,0,,0,D,0,D,9963,,0,
2,50,0400000US50,Vermont,,336,Transportation equipment manufacturing,,2015,1722,,0,,124230,,0,,1430,,0,,2789,,0,,83047,,0,,210298,,0,,412171,,0,,0,D,0,D,25835,,0,
2,50,0400000US50,Vermont,,3361,Motor vehicle manufacturing,,2016,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,,0,X
2,50,0400000US50,Vermont,,3362,Motor vehicle body and trailer manufacturing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3362,Motor vehicle body and trailer manufacturing,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3363,Motor vehicle parts manufacturing,,2016,0,e,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3363,Motor vehicle parts manufacturing,,2015,0,e,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3364,Aerospace product and parts manufacturing,,2016,0,g,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3364,Aerospace product and parts manufacturing,,2015,0,g,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3366,Ship and boat building,,2016,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3366,Ship and boat building,,2015,0,a,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3369,Other transportation equipment manufacturing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,,0,X
2,50,0400000US50,Vermont,,3369,Other transportation equipment manufacturing,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,,0,X
2,50,0400000US50,Vermont,,337,Furniture and related product manufacturing,,2016,1404,,2.3,,54780,,3.5,,1182,,4.4,,1876,,6.9,,38729,,4.6,,92699,,10.7,,194891,,4.6,,103068,,8.4,,2317,,22,
2,50,0400000US50,Vermont,,337,Furniture and related product manufacturing,,2015,1449,,4.9,,51866,,2.5,,1168,,4.4,,1875,,4.7,,30182,,6.7,,82270,,4.1,,182800,,3.8,,101333,,5,,0,D,0,D
2,50,0400000US50,Vermont,,3371,Household and institutional furniture and kitchen cabinet manufacturing,,2016,1163,,2.8,,43842,,4.4,,1034,,5,,1589,,8.2,,32928,,5.4,,77504,,12.7,,159321,,5.7,,0,D,0,D,1172,s,43.4,s
2,50,0400000US50,Vermont,,3371,Household and institutional furniture and kitchen cabinet manufacturing,,2015,1190,,5.9,,40395,,3.2,,1010,,5,,1582,,5.5,,24809,,8.1,,64519,,5.3,,143826,,4.8,,80710,,6.3,,0,D,0,D
2,50,0400000US50,Vermont,,3372,Office furniture (including fixtures) manufacturing,,2016,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,15816,,0,,0,D,0,D
2,50,0400000US50,Vermont,,3372,Office furniture (including fixtures) manufacturing,,2015,0,c,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3379,Other furniture related product manufacturing,,2016,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,50,0400000US50,Vermont,,3379,Other furniture related product manufacturing,,2015,0,b,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,,0,X
2,50,0400000US50,Vermont,,339,Miscellaneous manufacturing,,2016,1517,,9.8,,76571,,9.7,,922,,12.6,,1813,,12.1,,35058,,11.6,,169132,,3.8,,425163,,5.2,,260032,,7.9,,6644,s,99.3,s
2,50,0400000US50,Vermont,,339,Miscellaneous manufacturing,,2015,1455,,9.3,,73518,,8.1,,852,,11.3,,1685,,10.3,,32110,,8.9,,150469,,3.2,,405385,,5.3,,261035,,7.8,,16006,s,70.7,s
2,50,0400000US50,Vermont,,3391,Medical equipment and supplies manufacturing,,2016,597,,7.2,,30671,,15.1,,450,,11.3,,909,,11.2,,17474,,17.8,,32660,,0.7,,121643,,8.4,,94620,,17.1,,0,S,0,A
2,50,0400000US50,Vermont,,3391,Medical equipment and supplies manufacturing,,2015,537,,1,,28123,,8.7,,385,,4.9,,769,,3.8,,14911,,12.2,,34571,,3.7,,126132,,9.6,,94232,,15.1,,0,D,0,D
2,50,0400000US50,Vermont,,3399,Other miscellaneous manufacturing,,2016,920,,15.5,,45900,,12.6,,471,,22.2,,904,,21.4,,17585,,14.9,,136472,,4.7,,303520,,6.4,,165412,,7.8,,2544,,3.9,
2,50,0400000US50,Vermont,,3399,Other miscellaneous manufacturing,,2015,918,,14.8,,45395,,11.9,,468,,20.1,,916,,18.7,,17198,,12.8,,115899,,4.1,,279254,,6.3,,166803,,8.7,,0,D,0,D
2,51,0400000US51,Virginia,,31-33,Manufacturing,,2016,222824,,0.9,,12504335,,0.7,,156906,,1,,318034,,0.9,,7373975,,0.8,,41873878,,0.9,,99131275,,0.6,,57359182,,0.6,,2963327,,4,
2,51,0400000US51,Virginia,,31-33,Manufacturing,,2015,230050,,1.1,,12575167,,0.6,,164330,,1.3,,333723,,0.9,,7509515,,0.7,,44459013,,0.6,,101550538,,0.5,,57046625,,0.5,,2595830,,1.6,
2,51,0400000US51,Virginia,,311,Food manufacturing,,2016,29124,,2,,1187403,,2.3,,24519,,2.4,,50071,,1.7,,903490,,3.6,,7651967,,0.6,,14190602,,1.3,,6560990,,2.7,,742441,,15.3,
2,51,0400000US51,Virginia,,311,Food manufacturing,,2015,28257,,1.7,,1132458,,2.1,,23469,,1.7,,48979,,1.6,,856133,,3.4,,7971998,,0.6,,13955836,,0.7,,6022731,,1.1,,347694,,7,
2,51,0400000US51,Virginia,,3111,Animal food manufacturing,,2016,483,,1.1,,19205,,1.3,,403,,1.5,,852,,2.3,,0,D,0,D,486801,,0.5,,570052,,0.6,,78639,,1.3,,0,D,0,D
2,51,0400000US51,Virginia,,3111,Animal food manufacturing,,2015,465,,1.5,,20193,,3.3,,388,,2,,889,,4.5,,16737,,4.1,,559265,,0.9,,621292,,0.9,,61953,,2,,9276,,19.1,
2,51,0400000US51,Virginia,,3112,Grain and oilseed milling,,2016,412,,0,,22083,,0,,321,,0,,0,D,0,D,15556,,0,,699749,,0,,796147,,0,,0,D,0,D,13503,,0,
2,51,0400000US51,Virginia,,3112,Grain and oilseed milling,,2015,391,,0,,0,D,0,D,307,,0,,0,D,0,D,0,D,0,D,721425,,0,,850363,,0,,128131,,0,,5396,,0,
2,51,0400000US51,Virginia,,3113,Sugar and confectionery product manufacturing,,2016,1009,,0,,60599,,0,,894,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,51,0400000US51,Virginia,,3113,Sugar and confectionery product manufacturing,,2015,981,,0,,0,D,0,D,868,,0,,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D
2,51,0400000US51,Virginia,,3114,Fruit and vegetable preserving and specialty food manufacturing,,2016,1737,,2.8,,81749,,3,,1320,,3.1,,3049,,3.5,,55084,,3.4,,519160,,2.3,,759482,,3.1,,0,D,0,D,21785,,4.9,
2,51,0400000US51,Virginia,,3114,Fruit and vegetable preserving and specialty food manufacturing,,2015,1712,,2.4,,75465,,2.8,,1379,,2.4,,3203,,2.8,,54948,,2.8,,488137,,2.2,,712569,,2.9,,229566,,5.2,,17061,,1.4,
2,51,0400000US51,Virginia,,3115,Dairy product manufacturing,,2016,1869,,0,,112786,,0,,1522,,0,,3252,,0,,84861,,0,,1156007,,0,,2999062,,0,,1849999,,0,,0,D,0,D
2,51,0400000US51,Virginia,,3115,Dairy product manufacturing,,2015,1904,,0,,106930,,0,,1544,,0,,3154,,0,,80599,,0,,0,D,0,D,2731465,,0,,1520147,,0,,60963,,0,
2,51,0400000US51,Virginia,,3116,Animal slaughtering and processing,,2016,14825,,3,,505405,,4.7,,13266,,4,,26568,,2.7,,419264,,7.5,,2394580,,0.9,,4129007,,4.2,,1733553,,10.2,,218346,s,52.2,s
